# confident-tier margin threshold: 3.9816
# fitted for >=95% precision on a held-back split
# category	feature	weight
audio	__PRIOR__	-3.631147
chat	__PRIOR__	-4.166665
cloud	__PRIOR__	-4.300197
database	__PRIOR__	-3.910732
desktop	__PRIOR__	-1.333452
development	__PRIOR__	-1.713507
editors	__PRIOR__	-2.962692
emulators	__PRIOR__	-4.300197
fonts	__PRIOR__	-2.950270
games	__PRIOR__	-3.452899
hardware	__PRIOR__	-2.548929
home-automation	__PRIOR__	-4.348987
localization	__PRIOR__	-2.867382
monitoring	__PRIOR__	-3.848211
networking	__PRIOR__	-4.125843
printing	__PRIOR__	-4.572130
security	__PRIOR__	-3.943522
system	__PRIOR__	-4.209225
terminal	__PRIOR__	-3.733801
text	__PRIOR__	-4.348987
typesetting	__PRIOR__	-4.125843
video	__PRIOR__	-3.538057
web	__PRIOR__	-3.943522
audio	w:mopidy	7.6749
audio	w:lv2	7.2641
audio	w:playing	6.7814
audio	host:open-music-kontrollers.ch	6.4853
audio	w:jack	6.4853
audio	w:deadbeef	6.1188
audio	w:music	5.0881
audio	builder:buildPythonApplication	4.9178
audio	license:Artistic-2.0	4.4400
audio	w:embedded	3.3034
audio	w:audio	3.1784
audio	w:player	3.1684
audio	w:controlling	3.0515
audio	w:extension	2.7858
audio	w:clean	2.5156
audio	w:clients	2.5156
audio	w:disk	2.5156
audio	w:extensible	2.5156
audio	w:injection	2.5156
audio	w:many	2.5156
audio	w:channel	2.3143
audio	license:ISC	2.1466
audio	w:notifications	2.1466
audio	w:through	2.1466
audio	w:video	2.1466
audio	license:GPL-3.0	2.1178
audio	w:web	2.0697
audio	w:time	1.8770
audio	w:features	1.7651
audio	w:python	1.7651
audio	w:client	1.6952
audio	w:alternative	1.6643
audio	w:collection	1.6643
audio	w:style	1.6643
audio	w:plugin	1.6294
audio	license:Apache-2.0	1.5760
audio	w:fast	1.5727
audio	w:rust	1.5727
audio	w:written	1.5727
audio	w:lightweight	1.4887
audio	w:editor	1.2715
audio	license:GPL-2.0	1.2441
audio	w:compiler	1.2083
audio	host:developer.android.com	1.1913
audio	host:gitlab.linphone.org	1.1913
audio	host:multitran.sourceforge.net	1.1913
audio	license:APSL-1.0	1.1913
audio	license:FSFAP	1.1913
audio	license:Unlicense	1.1913
audio	name:prefix:kde-	1.1913
audio	name:suffix-driver	1.1913
audio	name:suffix-theme	1.1913
audio	name:suffix-tools	1.1913
audio	w:about	1.1913
audio	w:addon	1.1913
audio	w:advanced	1.1913
audio	w:alert	1.1913
audio	w:also	1.1913
audio	w:between	1.1913
audio	w:calendar	1.1913
audio	w:cards	1.1913
audio	w:clang	1.1913
audio	w:condensed	1.1913
audio	w:connect	1.1913
audio	w:controller	1.1913
audio	w:distribution	1.1913
audio	w:documents	1.1913
audio	w:dotted	1.1913
audio	w:drivers	1.1913
audio	w:efficient	1.1913
audio	w:firefox	1.1913
audio	w:flexible	1.1913
audio	w:format	1.1913
audio	w:freshrss	1.1913
audio	w:games	1.1913
audio	w:generator	1.1913
audio	w:high	1.1913
audio	w:highlighting	1.1913
audio	w:http	1.1913
audio	w:including	1.1913
audio	w:install	1.1913
audio	w:integrate	1.1913
audio	w:kio	1.1913
audio	w:laptop	1.1913
audio	w:linphone	1.1913
audio	w:lldb	1.1913
audio	w:llvm	1.1913
audio	w:lua	1.1913
audio	w:machine	1.1913
audio	w:makes	1.1913
audio	w:markdown	1.1913
audio	w:multitran	1.1913
audio	w:native	1.1913
audio	w:networking	1.1913
audio	w:nvidia	1.1913
audio	w:page	1.1913
audio	w:pages	1.1913
audio	w:password	1.1913
audio	w:plug	1.1913
audio	w:puzzle	1.1913
audio	w:red	1.1913
audio	w:running	1.1913
audio	w:security	1.1913
audio	w:single	1.1913
audio	w:sound	1.1913
audio	w:state	1.1913
audio	w:supporting	1.1913
audio	w:switchboard	1.1913
audio	w:syntax	1.1913
audio	w:tree	1.1913
audio	w:typing	1.1913
audio	w:unicode	1.1913
audio	w:values	1.1913
audio	w:vdr	1.1913
audio	w:vim	1.1913
audio	w:work	1.1913
audio	w:yamagi	1.1913
audio	gui:gtk3	1.1633
audio	w:server	1.1204
audio	builder:buildFHSEnv	1.0236
audio	host:buildbot.net	1.0236
audio	host:enlightenment.org	1.0236
audio	license:BSL-1.0	1.0236
audio	license:EPL-1.0	1.0236
audio	name:suffix-server	1.0236
audio	w:around	1.0236
audio	w:base	1.0236
audio	w:buildbot	1.0236
audio	w:building	1.0236
audio	w:but	1.0236
audio	w:calculator	1.0236
audio	w:capture	1.0236
audio	w:characters	1.0236
audio	w:cloud	1.0236
audio	w:console	1.0236
audio	w:documentation	1.0236
audio	w:emulator	1.0236
audio	w:functions	1.0236
audio	w:handling	1.0236
audio	w:hashes	1.0236
audio	w:high-performance	1.0236
audio	w:integrates	1.0236
audio	w:keyboard	1.0236
audio	w:menu	1.0236
audio	w:mode	1.0236
audio	w:new	1.0236
audio	w:nix	1.0236
audio	w:notification	1.0236
audio	w:obtain	1.0236
audio	w:open-source	1.0236
audio	w:passwords	1.0236
audio	w:php	1.0236
audio	w:qml	1.0236
audio	w:quickly	1.0236
audio	w:ssh	1.0236
audio	w:status	1.0236
audio	w:swift	1.0236
audio	w:toolchain	1.0236
audio	w:view	1.0236
audio	w:visual	1.0236
audio	w:x86	1.0236
audio	host:gnu.org	0.8798
audio	host:kernel.org	0.8798
audio	host:lilypond.org	0.8798
audio	license:Classpath-exception-2.0	0.8798
audio	license:PostgreSQL	0.8798
audio	w:akonadi	0.8798
audio	w:android	0.8798
audio	w:api	0.8798
audio	w:apps	0.8798
audio	w:assist	0.8798
audio	w:bluetooth	0.8798
audio	w:color	0.8798
audio	w:create	0.8798
audio	w:display	0.8798
audio	w:firmware	0.8798
audio	w:functionality	0.8798
audio	w:ghidra	0.8798
audio	w:google	0.8798
audio	w:hardware	0.8798
audio	w:helm	0.8798
audio	w:image	0.8798
audio	w:json	0.8798
audio	w:lilypond	0.8798
audio	w:make	0.8798
audio	w:method	0.8798
audio	w:minimal	0.8798
audio	w:modern	0.8798
audio	w:monitor	0.8798
audio	w:monospace	0.8798
audio	w:official	0.8798
audio	w:openjdk	0.8798
audio	w:power	0.8798
audio	w:process	0.8798
audio	w:programs	0.8798
audio	w:re-imagination	0.8798
audio	w:real-time	0.8798
audio	w:scalable	0.8798
audio	w:sdk	0.8798
audio	w:session	0.8798
audio	w:suite	0.8798
audio	w:version	0.8798
audio	w:virtual	0.8798
audio	w:weechat	0.8798
audio	w:wingpanel	0.8798
audio	w:working	0.8798
audio	w:znc	0.8798
audio	host:web.archive.org	0.7540
audio	license:CC-BY-SA-3.0	0.7540
audio	license:LPPL-1.3c	0.7540
audio	w:agent	0.7540
audio	w:amd	0.7540
audio	w:chicken	0.7540
audio	w:conquer	0.7540
audio	w:customizable	0.7540
audio	w:elm	0.7540
audio	w:english	0.7540
audio	w:gui	0.7540
audio	w:kubernetes	0.7540
audio	w:lisp	0.7540
audio	w:one	0.7540
audio	w:parser	0.7540
audio	w:platform	0.7540
audio	w:powerful	0.7540
audio	w:program	0.7540
audio	w:providing	0.7540
audio	w:release	0.7540
audio	w:some	0.7540
audio	w:ubuntu	0.7540
audio	w:unhinted	0.7540
audio	w:useful	0.7540
audio	w:uses	0.7540
audio	w:window	0.7540
audio	w:desktop	0.7278
audio	license:AGPL-3.0-only	0.6421
audio	license:APSL-2.0	0.6421
audio	license:LGPL-2.1	0.6421
audio	license:free	0.6421
audio	w:binary	0.6421
audio	w:browser	0.6421
audio	w:daemon	0.6421
audio	w:device	0.6421
audio	w:displays	0.6421
audio	w:hyprland	0.6421
audio	w:javascript	0.6421
audio	w:kodi	0.6421
audio	w:man	0.6421
audio	w:management	0.6421
audio	w:plugins	0.6421
audio	w:quake	0.6421
audio	w:systems	0.6421
audio	w:user	0.6421
audio	w:utility	0.6421
audio	builder:buildKodiAddon	0.5413
audio	host:eclipse.org	0.5413
audio	license:CC-BY-4.0	0.5413
audio	w:analysis	0.5413
audio	w:check	0.5413
audio	w:components	0.5413
audio	w:core	0.5413
audio	w:custom	0.5413
audio	w:database	0.5413
audio	w:developers	0.5413
audio	w:distributed	0.5413
audio	w:ibus	0.5413
audio	w:indicator	0.5413
audio	w:intel	0.5413
audio	w:original	0.5413
audio	w:panel	0.5413
audio	w:pantheon	0.5413
audio	w:pim	0.5413
audio	w:printer	0.5413
audio	w:project	0.5413
audio	w:scripts	0.5413
audio	w:search	0.5413
audio	w:set	0.5413
audio	w:tmux	0.5413
audio	w:top	0.5413
audio	w:viewer	0.5413
audio	w:windows	0.5413
audio	w:free	-0.5385
audio	w:programming	-0.5385
audio	w:shell	-0.5714
audio	desktop:true	-0.6033
audio	builder:runCommand	-0.6240
audio	w:code	-0.6644
audio	w:manager	-0.6644
audio	w:nerd	-0.6644
audio	w:plasma	-0.6644
audio	license:MPL-2.0	-0.6937
audio	builder:buildGoModule	-0.7221
audio	w:command	-0.7221
audio	w:kernel	-0.7221
audio	w:fonts	-0.7768
audio	w:system	-0.8288
audio	w:module	-0.8539
audio	w:implementation	-0.8784
audio	license:CC-BY-SA-4.0	-0.9023
audio	name:prefix:lib	-0.9023
audio	license:LGPL-2.0-only	-0.9487
audio	w:font	-0.9487
audio	gui:wrapQtAppsHook	-0.9930
audio	w:ide	-0.9930
audio	w:tool	-1.0146
audio	w:linux	-1.0766
audio	w:language	-1.0965
audio	w:dictionary	-1.1542
audio	w:open	-1.1910
audio	svc:true	-1.2360
audio	license:GPL-3.0-or-later	-1.2622
audio	license:LGPL-2.1-only	-1.2778
audio	w:driver	-1.2778
audio	license:GPL-2.0-or-later	-1.3142
audio	license:LGPL-3.0-or-later	-1.4186
audio	builder:fetchzip	-1.4897
audio	w:source	-1.5033
audio	license:OFL-1.1	-1.5169
audio	license:LGPL-3.0-only	-1.5694
audio	license:BSD-3-Clause	-1.6631
audio	license:LGPL-2.1-or-later	-1.6792
audio	license:BSD-2-Clause	-1.7794
audio	license:LGPL-2.0-or-later	-1.8814
audio	license:GPL-3.0-only	-2.1511
audio	builder:stdenvNoCC.mkDerivation	-2.1895
audio	has:mainProgram	-2.5540
audio	license:GPL-2.0-only	-2.6329
audio	license:CC0-1.0	-2.7518
audio	host:invent.kde.org	-2.7715
chat	w:weechat	7.1753
chat	host:gitlab.linphone.org	6.7569
chat	w:linphone	6.7569
chat	w:project	3.9373
chat	w:script	3.2018
chat	w:clients	3.0712
chat	w:format	3.0712
chat	w:http	3.0712
chat	w:lua	3.0712
chat	w:typing	3.0712
chat	w:search	2.9869
chat	license:BSL-1.0	2.8699
chat	w:console	2.8699
chat	w:notification	2.8699
chat	w:notifications	2.7021
chat	w:through	2.7021
chat	w:znc	2.7021
chat	w:fork	2.6826
chat	w:one	2.5584
chat	license:free	2.4326
chat	w:plugins	2.4326
chat	w:c++	2.3815
chat	w:database	2.3207
chat	builder:buildPythonPackage	2.2199
chat	w:collection	2.2199
chat	w:protocol	2.0986
chat	w:standard	2.0443
chat	builder:buildEnv	2.0041
chat	w:access	1.9666
chat	w:app	1.9666
chat	license:GPL-3.0	1.9214
chat	w:plugin	1.8587
chat	host:developer.android.com	1.7296
chat	host:multitran.sourceforge.net	1.7296
chat	license:APSL-1.0	1.7296
chat	license:FSFAP	1.7296
chat	license:Unlicense	1.7296
chat	name:prefix:kde-	1.7296
chat	name:suffix-driver	1.7296
chat	name:suffix-theme	1.7296
chat	name:suffix-tools	1.7296
chat	w:about	1.7296
chat	w:addon	1.7296
chat	w:advanced	1.7296
chat	w:alert	1.7296
chat	w:also	1.7296
chat	w:between	1.7296
chat	w:calendar	1.7296
chat	w:cards	1.7296
chat	w:clang	1.7296
chat	w:clean	1.7296
chat	w:condensed	1.7296
chat	w:connect	1.7296
chat	w:controller	1.7296
chat	w:deadbeef	1.7296
chat	w:disk	1.7296
chat	w:distribution	1.7296
chat	w:documents	1.7296
chat	w:dotted	1.7296
chat	w:drivers	1.7296
chat	w:efficient	1.7296
chat	w:embedded	1.7296
chat	w:extensible	1.7296
chat	w:firefox	1.7296
chat	w:flexible	1.7296
chat	w:freshrss	1.7296
chat	w:games	1.7296
chat	w:generator	1.7296
chat	w:high	1.7296
chat	w:highlighting	1.7296
chat	w:including	1.7296
chat	w:injection	1.7296
chat	w:install	1.7296
chat	w:integrate	1.7296
chat	w:kio	1.7296
chat	w:laptop	1.7296
chat	w:lldb	1.7296
chat	w:llvm	1.7296
chat	w:machine	1.7296
chat	w:makes	1.7296
chat	w:many	1.7296
chat	w:markdown	1.7296
chat	w:multitran	1.7296
chat	w:native	1.7296
chat	w:networking	1.7296
chat	w:nvidia	1.7296
chat	w:page	1.7296
chat	w:pages	1.7296
chat	w:password	1.7296
chat	w:plug	1.7296
chat	w:puzzle	1.7296
chat	w:red	1.7296
chat	w:running	1.7296
chat	w:security	1.7296
chat	w:single	1.7296
chat	w:sound	1.7296
chat	w:state	1.7296
chat	w:supporting	1.7296
chat	w:switchboard	1.7296
chat	w:syntax	1.7296
chat	w:tree	1.7296
chat	w:unicode	1.7296
chat	w:values	1.7296
chat	w:vdr	1.7296
chat	w:vim	1.7296
chat	w:work	1.7296
chat	w:yamagi	1.7296
chat	w:file	1.6482
chat	w:provides	1.5949
chat	builder:buildFHSEnv	1.5619
chat	host:buildbot.net	1.5619
chat	host:enlightenment.org	1.5619
chat	license:EPL-1.0	1.5619
chat	name:suffix-server	1.5619
chat	w:around	1.5619
chat	w:base	1.5619
chat	w:buildbot	1.5619
chat	w:building	1.5619
chat	w:but	1.5619
chat	w:calculator	1.5619
chat	w:capture	1.5619
chat	w:channel	1.5619
chat	w:characters	1.5619
chat	w:cloud	1.5619
chat	w:controlling	1.5619
chat	w:documentation	1.5619
chat	w:emulator	1.5619
chat	w:functions	1.5619
chat	w:handling	1.5619
chat	w:hashes	1.5619
chat	w:high-performance	1.5619
chat	w:integrates	1.5619
chat	w:keyboard	1.5619
chat	w:menu	1.5619
chat	w:mode	1.5619
chat	w:new	1.5619
chat	w:nix	1.5619
chat	w:obtain	1.5619
chat	w:open-source	1.5619
chat	w:passwords	1.5619
chat	w:php	1.5619
chat	w:qml	1.5619
chat	w:quickly	1.5619
chat	w:ssh	1.5619
chat	w:status	1.5619
chat	w:swift	1.5619
chat	w:toolchain	1.5619
chat	w:view	1.5619
chat	w:visual	1.5619
chat	w:x86	1.5619
chat	w:library	1.4385
chat	license:GPL-2.0	1.4300
chat	host:gnu.org	1.4181
chat	host:kernel.org	1.4181
chat	host:lilypond.org	1.4181
chat	host:open-music-kontrollers.ch	1.4181
chat	license:Classpath-exception-2.0	1.4181
chat	license:ISC	1.4181
chat	license:PostgreSQL	1.4181
chat	w:akonadi	1.4181
chat	w:android	1.4181
chat	w:api	1.4181
chat	w:apps	1.4181
chat	w:assist	1.4181
chat	w:bluetooth	1.4181
chat	w:color	1.4181
chat	w:create	1.4181
chat	w:display	1.4181
chat	w:firmware	1.4181
chat	w:functionality	1.4181
chat	w:ghidra	1.4181
chat	w:google	1.4181
chat	w:hardware	1.4181
chat	w:helm	1.4181
chat	w:image	1.4181
chat	w:jack	1.4181
chat	w:json	1.4181
chat	w:lilypond	1.4181
chat	w:make	1.4181
chat	w:method	1.4181
chat	w:minimal	1.4181
chat	w:modern	1.4181
chat	w:monitor	1.4181
chat	w:monospace	1.4181
chat	w:official	1.4181
chat	w:openjdk	1.4181
chat	w:power	1.4181
chat	w:process	1.4181
chat	w:programs	1.4181
chat	w:re-imagination	1.4181
chat	w:real-time	1.4181
chat	w:scalable	1.4181
chat	w:sdk	1.4181
chat	w:session	1.4181
chat	w:suite	1.4181
chat	w:version	1.4181
chat	w:video	1.4181
chat	w:virtual	1.4181
chat	w:wingpanel	1.4181
chat	w:working	1.4181
chat	host:web.archive.org	1.2923
chat	license:CC-BY-SA-3.0	1.2923
chat	license:LPPL-1.3c	1.2923
chat	w:agent	1.2923
chat	w:amd	1.2923
chat	w:chicken	1.2923
chat	w:conquer	1.2923
chat	w:customizable	1.2923
chat	w:elm	1.2923
chat	w:english	1.2923
chat	w:gui	1.2923
chat	w:kubernetes	1.2923
chat	w:lisp	1.2923
chat	w:parser	1.2923
chat	w:platform	1.2923
chat	w:powerful	1.2923
chat	w:program	1.2923
chat	w:providing	1.2923
chat	w:release	1.2923
chat	w:some	1.2923
chat	w:ubuntu	1.2923
chat	w:unhinted	1.2923
chat	w:useful	1.2923
chat	w:uses	1.2923
chat	w:window	1.2923
chat	w:application	1.2835
chat	w:desktop	1.2835
chat	license:AGPL-3.0-only	1.1804
chat	license:APSL-2.0	1.1804
chat	license:LGPL-2.1	1.1804
chat	w:binary	1.1804
chat	w:browser	1.1804
chat	w:daemon	1.1804
chat	w:device	1.1804
chat	w:displays	1.1804
chat	w:hyprland	1.1804
chat	w:javascript	1.1804
chat	w:kodi	1.1804
chat	w:man	1.1804
chat	w:management	1.1804
chat	w:playing	1.1804
chat	w:quake	1.1804
chat	w:systems	1.1804
chat	w:time	1.1804
chat	w:user	1.1804
chat	w:utility	1.1804
chat	w:free	1.1743
chat	w:server	1.1074
chat	builder:buildKodiAddon	1.0796
chat	host:eclipse.org	1.0796
chat	license:CC-BY-4.0	1.0796
chat	w:analysis	1.0796
chat	w:check	1.0796
chat	w:components	1.0796
chat	w:core	1.0796
chat	w:custom	1.0796
chat	w:developers	1.0796
chat	w:distributed	1.0796
chat	w:features	1.0796
chat	w:ibus	1.0796
chat	w:indicator	1.0796
chat	w:intel	1.0796
chat	w:original	1.0796
chat	w:panel	1.0796
chat	w:pantheon	1.0796
chat	w:pim	1.0796
chat	w:printer	1.0796
chat	w:python	1.0796
chat	w:scripts	1.0796
chat	w:set	1.0796
chat	w:tmux	1.0796
chat	w:top	1.0796
chat	w:viewer	1.0796
chat	w:windows	1.0796
chat	builder:stdenv.mkDerivation	1.0460
chat	builder:vimUtils.buildVimPlugin	0.9880
chat	host:jetbrains.com	0.9880
chat	license:unfreeRedistributable	0.9880
chat	w:alternative	0.9880
chat	w:audio	0.9880
chat	w:commands	0.9880
chat	w:component	0.9880
chat	w:information	0.9880
chat	w:input	0.9880
chat	w:java	0.9880
chat	w:lxqt	0.9880
chat	w:manage	0.9880
chat	w:small	0.9880
chat	w:style	0.9880
chat	w:test	0.9880
chat	w:touch	0.9880
chat	w:wayland	0.9880
chat	w:client	0.9851
chat	license:Artistic-2.0	0.9040
chat	w:berkeley	0.9040
chat	w:control	0.9040
chat	w:environment	0.9040
chat	w:fast	0.9040
chat	w:jetbrains	0.9040
chat	w:libraries	0.9040
chat	w:mimicking	0.9040
chat	w:neovim	0.9040
chat	w:pass	0.9040
chat	w:realtek	0.9040
chat	w:rust	0.9040
chat	w:terminal	0.9040
chat	w:various	0.9040
chat	w:width	0.9040
chat	w:written	0.9040
chat	w:module	0.8500
chat	builder:buildNpmPackage	0.8263
chat	host:brother.com	0.8263
chat	host:opensource.apple.com	0.8263
chat	host:pagure.io	0.8263
chat	license:publicDomain	0.8263
chat	w:brother	0.8263
chat	w:built	0.8263
chat	w:darwin	0.8263
chat	w:easy	0.8263
chat	w:indian	0.8263
chat	w:iosevka	0.8263
chat	w:lightweight	0.8263
chat	w:lv2	0.8263
chat	w:mono	0.8263
chat	w:support	0.8249
chat	license:GPL-3.0-or-later	0.8068
chat	license:GPL-3.0-only	0.7953
chat	w:adds	0.7542
chat	w:build	0.7542
chat	w:elementary	0.7542
chat	w:grafana	0.7542
chat	w:languages	0.7542
chat	w:libretro	0.7542
chat	w:lomiri	0.7542
chat	w:music	0.7542
chat	w:normal	0.7542
chat	w:player	0.7542
chat	w:postgresql	0.7542
chat	w:runtime	0.7542
chat	w:software	0.7542
chat	w:theme	0.7542
chat	w:utilities	0.7542
chat	w:variant	0.7542
chat	host:grafana.com	0.6869
chat	w:common	0.6869
chat	w:gnu	0.6869
chat	builder:buildDotnetModule	0.6237
chat	host:ctan.org	0.6237
chat	host:ftp.gnu.org	0.6237
chat	w:designed	0.6237
chat	w:eclipse	0.6237
chat	w:editor	0.6237
chat	w:framework	0.6237
chat	w:home	0.6237
chat	w:integration	0.6237
chat	w:interface	0.6237
chat	w:ligature	0.6237
chat	w:scheme	0.6237
chat	w:service	0.6237
chat	w:settings	0.6237
chat	w:tiny	0.6237
chat	w:language	0.6023
chat	builder:buildHomeAssistantComponent	0.5642
chat	gui:wrapGAppsHook4	0.5642
chat	host:dotnet.github.io	0.5642
chat	host:optifine.net	0.5642
chat	host:wiki.documentfoundation.org	0.5642
chat	w:compiler	0.5642
chat	w:development	0.5642
chat	w:fish	0.5642
chat	w:libreoffice	0.5642
chat	w:minecraft	0.5642
chat	w:mod	0.5642
chat	w:monitoring	0.5642
chat	w:mopidy	0.5642
chat	w:network	0.5642
chat	w:obs	0.5642
chat	w:simple	0.5642
chat	w:skk	0.5642
chat	w:studio	0.5642
chat	w:text	0.5642
chat	builder:buildDunePackage	0.5080
chat	w:allows	0.5080
chat	w:aspell	0.5080
chat	w:assistant	0.5080
chat	w:hyphen	0.5080
chat	w:mobile	0.5080
chat	w:ocaml	0.5080
chat	w:optimization	0.5080
chat	w:package	0.5080
chat	w:linux	-0.5380
chat	w:dictionary	-0.6155
chat	w:open	-0.6523
chat	svc:true	-0.6791
chat	w:extension	-0.7223
chat	license:LGPL-2.1-only	-0.7391
chat	w:driver	-0.7391
chat	license:unfree	-0.7720
chat	license:LGPL-3.0-or-later	-0.8798
chat	builder:fetchzip	-0.9508
chat	w:source	-0.9645
chat	license:OFL-1.1	-0.9780
chat	license:LGPL-3.0-only	-1.0305
chat	license:LGPL-2.1-or-later	-1.1403
chat	builder:runCommand	-1.2189
chat	license:BSD-2-Clause	-1.2404
chat	license:LGPL-2.0-or-later	-1.3423
chat	has:mainProgram	-1.4359
chat	license:Apache-2.0	-1.5478
chat	builder:stdenvNoCC.mkDerivation	-1.6501
chat	license:GPL-2.0-only	-2.0928
chat	license:CC0-1.0	-2.2115
chat	host:invent.kde.org	-2.2312
chat	license:BSD-3-Clause	-2.2506
cloud	w:helm	7.3653
cloud	w:kubernetes	5.5447
cloud	w:distribution	4.7488
cloud	w:networking	4.7488
cloud	builder:buildGoModule	4.6218
cloud	w:security	4.0225
cloud	w:cloud	3.7706
cloud	builder:buildPythonPackage	3.5211
cloud	w:also	3.2097
cloud	w:native	3.2097
cloud	w:running	3.2097
cloud	w:values	3.2097
cloud	w:work	3.2097
cloud	w:building	3.0084
cloud	w:network	2.9830
cloud	w:json	2.8407
cloud	license:Apache-2.0	2.7234
cloud	w:some	2.6969
cloud	w:framework	2.5939
cloud	w:plugins	2.5711
cloud	w:package	2.4634
cloud	w:distributed	2.4592
cloud	w:set	2.4592
cloud	w:plugin	2.4562
cloud	w:manage	2.3585
cloud	w:test	2.3585
cloud	w:lightweight	2.1828
cloud	w:standard	2.1828
cloud	w:utilities	2.1052
cloud	w:interface	1.9657
cloud	w:service	1.9657
cloud	w:simple	1.9025
cloud	host:developer.android.com	1.8622
cloud	host:gitlab.linphone.org	1.8622
cloud	host:multitran.sourceforge.net	1.8622
cloud	license:APSL-1.0	1.8622
cloud	license:FSFAP	1.8622
cloud	license:Unlicense	1.8622
cloud	name:prefix:kde-	1.8622
cloud	name:suffix-driver	1.8622
cloud	name:suffix-theme	1.8622
cloud	name:suffix-tools	1.8622
cloud	w:about	1.8622
cloud	w:addon	1.8622
cloud	w:advanced	1.8622
cloud	w:alert	1.8622
cloud	w:between	1.8622
cloud	w:calendar	1.8622
cloud	w:cards	1.8622
cloud	w:clang	1.8622
cloud	w:clean	1.8622
cloud	w:clients	1.8622
cloud	w:condensed	1.8622
cloud	w:connect	1.8622
cloud	w:controller	1.8622
cloud	w:deadbeef	1.8622
cloud	w:disk	1.8622
cloud	w:documents	1.8622
cloud	w:dotted	1.8622
cloud	w:drivers	1.8622
cloud	w:efficient	1.8622
cloud	w:embedded	1.8622
cloud	w:extensible	1.8622
cloud	w:firefox	1.8622
cloud	w:flexible	1.8622
cloud	w:format	1.8622
cloud	w:freshrss	1.8622
cloud	w:games	1.8622
cloud	w:generator	1.8622
cloud	w:high	1.8622
cloud	w:highlighting	1.8622
cloud	w:http	1.8622
cloud	w:including	1.8622
cloud	w:injection	1.8622
cloud	w:install	1.8622
cloud	w:integrate	1.8622
cloud	w:kio	1.8622
cloud	w:laptop	1.8622
cloud	w:linphone	1.8622
cloud	w:lldb	1.8622
cloud	w:llvm	1.8622
cloud	w:lua	1.8622
cloud	w:machine	1.8622
cloud	w:makes	1.8622
cloud	w:many	1.8622
cloud	w:markdown	1.8622
cloud	w:multitran	1.8622
cloud	w:nvidia	1.8622
cloud	w:page	1.8622
cloud	w:pages	1.8622
cloud	w:password	1.8622
cloud	w:plug	1.8622
cloud	w:puzzle	1.8622
cloud	w:red	1.8622
cloud	w:single	1.8622
cloud	w:sound	1.8622
cloud	w:state	1.8622
cloud	w:supporting	1.8622
cloud	w:switchboard	1.8622
cloud	w:syntax	1.8622
cloud	w:tree	1.8622
cloud	w:typing	1.8622
cloud	w:unicode	1.8622
cloud	w:vdr	1.8622
cloud	w:vim	1.8622
cloud	w:yamagi	1.8622
cloud	w:provides	1.7335
cloud	builder:buildFHSEnv	1.6944
cloud	host:buildbot.net	1.6944
cloud	host:enlightenment.org	1.6944
cloud	license:BSL-1.0	1.6944
cloud	license:EPL-1.0	1.6944
cloud	name:suffix-server	1.6944
cloud	w:around	1.6944
cloud	w:base	1.6944
cloud	w:buildbot	1.6944
cloud	w:but	1.6944
cloud	w:calculator	1.6944
cloud	w:capture	1.6944
cloud	w:channel	1.6944
cloud	w:characters	1.6944
cloud	w:console	1.6944
cloud	w:controlling	1.6944
cloud	w:documentation	1.6944
cloud	w:emulator	1.6944
cloud	w:functions	1.6944
cloud	w:handling	1.6944
cloud	w:hashes	1.6944
cloud	w:high-performance	1.6944
cloud	w:integrates	1.6944
cloud	w:keyboard	1.6944
cloud	w:menu	1.6944
cloud	w:mode	1.6944
cloud	w:new	1.6944
cloud	w:nix	1.6944
cloud	w:notification	1.6944
cloud	w:obtain	1.6944
cloud	w:open-source	1.6944
cloud	w:passwords	1.6944
cloud	w:php	1.6944
cloud	w:qml	1.6944
cloud	w:quickly	1.6944
cloud	w:ssh	1.6944
cloud	w:status	1.6944
cloud	w:swift	1.6944
cloud	w:toolchain	1.6944
cloud	w:view	1.6944
cloud	w:visual	1.6944
cloud	w:x86	1.6944
cloud	w:port	1.6828
cloud	w:protocol	1.6345
cloud	host:gnu.org	1.5507
cloud	host:kernel.org	1.5507
cloud	host:lilypond.org	1.5507
cloud	host:open-music-kontrollers.ch	1.5507
cloud	license:Classpath-exception-2.0	1.5507
cloud	license:ISC	1.5507
cloud	license:PostgreSQL	1.5507
cloud	w:akonadi	1.5507
cloud	w:android	1.5507
cloud	w:api	1.5507
cloud	w:apps	1.5507
cloud	w:assist	1.5507
cloud	w:bluetooth	1.5507
cloud	w:color	1.5507
cloud	w:create	1.5507
cloud	w:display	1.5507
cloud	w:firmware	1.5507
cloud	w:functionality	1.5507
cloud	w:ghidra	1.5507
cloud	w:google	1.5507
cloud	w:hardware	1.5507
cloud	w:image	1.5507
cloud	w:jack	1.5507
cloud	w:lilypond	1.5507
cloud	w:make	1.5507
cloud	w:method	1.5507
cloud	w:minimal	1.5507
cloud	w:modern	1.5507
cloud	w:monitor	1.5507
cloud	w:monospace	1.5507
cloud	w:notifications	1.5507
cloud	w:official	1.5507
cloud	w:openjdk	1.5507
cloud	w:power	1.5507
cloud	w:process	1.5507
cloud	w:programs	1.5507
cloud	w:re-imagination	1.5507
cloud	w:real-time	1.5507
cloud	w:scalable	1.5507
cloud	w:sdk	1.5507
cloud	w:session	1.5507
cloud	w:suite	1.5507
cloud	w:through	1.5507
cloud	w:version	1.5507
