# confident-tier margin threshold: 11.7643
# fitted for >=95% precision on a held-back split
# category	feature	weight
cli-tool	w:replacement	0.5143
cli-tool	w:scalable	0.5143
cli-tool	w:supporting	0.5143
cli-tool	w:work	0.5143
cli-tool	w:x86	0.5143
cli-tool	w:management	0.5041
cli-tool	desktop:true	-0.5151
cli-tool	builder:symlinkJoin	-0.5169
cli-tool	w:port	-0.5205
cli-tool	w:manage	-0.5283
cli-tool	license:BSL-1.0	-0.5480
cli-tool	license:free	-0.5480
cli-tool	w:developers	-0.5480
cli-tool	w:monitor	-0.5480
cli-tool	w:top	-0.5480
cli-tool	w:configuration	-0.5533
cli-tool	gui:gtk3	-0.6174
cli-tool	license:Artistic-2.0	-0.6488
cli-tool	w:daemon	-0.6488
cli-tool	w:gui	-0.6488
cli-tool	w:virtual	-0.6488
cli-tool	w:support	-0.6838
cli-tool	license:GPL-2.0-only	-0.6889
cli-tool	w:linux	-0.7041
cli-tool	license:GPL-3.0	-0.7095
cli-tool	w:input	-0.7404
cli-tool	w:jetbrains	-0.7404
cli-tool	builder:fetchzip	-0.7424
cli-tool	w:provides	-0.7605
cli-tool	license:GPL-3.0-or-later	-0.7850
cli-tool	w:mobile	-0.8111
cli-tool	w:custom	-0.8244
cli-tool	w:eclipse	-0.8244
cli-tool	w:set	-0.8244
cli-tool	w:style	-0.8244
cli-tool	w:browser	-0.9741
cli-tool	w:app	-1.0415
cli-tool	w:client	-1.0546
cli-tool	gui:wrapQtAppsHook	-1.0891
cli-tool	host:emilua.org	-1.0999
cli-tool	host:gitlab.linphone.org	-1.0999
cli-tool	host:gstreamer.freedesktop.org	-1.0999
cli-tool	host:web.archive.org	-1.0999
cli-tool	license:AGPL-3.0-or-later	-1.0999
cli-tool	license:LPPL-1.3c	-1.0999
cli-tool	w:allow	-1.0999
cli-tool	w:also	-1.0999
cli-tool	w:base	-1.0999
cli-tool	w:blocks	-1.0999
cli-tool	w:cards	-1.0999
cli-tool	w:chicken	-1.0999
cli-tool	w:classic	-1.0999
cli-tool	w:clean	-1.0999
cli-tool	w:coding	-1.0999
cli-tool	w:computer	-1.0999
cli-tool	w:condensed	-1.0999
cli-tool	w:controls	-1.0999
cli-tool	w:dark	-1.0999
cli-tool	w:design	-1.0999
cli-tool	w:emilua	-1.0999
cli-tool	w:features	-1.0999
cli-tool	w:full-featured	-1.0999
cli-tool	w:github	-1.0999
cli-tool	w:icons	-1.0999
cli-tool	w:images	-1.0999
cli-tool	w:integrates	-1.0999
cli-tool	w:jack	-1.0999
cli-tool	w:key	-1.0999
cli-tool	w:metadata	-1.0999
cli-tool	w:org	-1.0999
cli-tool	w:played	-1.0999
cli-tool	w:players	-1.0999
cli-tool	w:proxy	-1.0999
cli-tool	w:puzzle	-1.0999
cli-tool	w:qtquick	-1.0999
cli-tool	w:query	-1.0999
cli-tool	w:reference	-1.0999
cli-tool	w:semicondensed	-1.0999
cli-tool	w:single	-1.0999
cli-tool	w:sound	-1.0999
cli-tool	w:sources	-1.0999
cli-tool	w:streaming	-1.0999
cli-tool	w:tree	-1.0999
cli-tool	w:typeface	-1.0999
cli-tool	w:uses	-1.0999
cli-tool	w:visualization	-1.0999
cli-tool	w:well	-1.0999
cli-tool	w:within	-1.0999
cli-tool	w:languages	-1.1046
cli-tool	w:fish	-1.1641
cli-tool	w:studio	-1.1641
cli-tool	license:publicDomain	-1.2203
cli-tool	w:components	-1.2203
cli-tool	w:text	-1.2203
cli-tool	w:library	-1.2668
cli-tool	builder:buildFHSEnv	-1.2676
cli-tool	builder:vimUtils.buildVimPlugin	-1.2676
cli-tool	host:bitscope.com	-1.2676
cli-tool	host:enlightenment.org	-1.2676
cli-tool	host:gitlab.freedesktop.org	-1.2676
cli-tool	license:Unlicense	-1.2676
cli-tool	name:suffix-theme	-1.2676
cli-tool	w:additional	-1.2676
cli-tool	w:addon	-1.2676
cli-tool	w:background	-1.2676
cli-tool	w:bitscope	-1.2676
cli-tool	w:calculator	-1.2676
cli-tool	w:chinese	-1.2676
cli-tool	w:clients	-1.2676
cli-tool	w:displays	-1.2676
cli-tool	w:editing	-1.2676
cli-tool	w:english	-1.2676
cli-tool	w:freshrss	-1.2676
cli-tool	w:games	-1.2676
cli-tool	w:graphics	-1.2676
cli-tool	w:http	-1.2676
cli-tool	w:integrate	-1.2676
cli-tool	w:method	-1.2676
cli-tool	w:modules	-1.2676
cli-tool	w:notifications	-1.2676
cli-tool	w:pdf	-1.2676
cli-tool	w:php	-1.2676
cli-tool	w:re-imagination	-1.2676
cli-tool	w:realtek	-1.2676
cli-tool	w:rendering	-1.2676
cli-tool	w:run	-1.2676
cli-tool	w:some	-1.2676
cli-tool	w:status	-1.2676
cli-tool	w:usage	-1.2676
cli-tool	w:usb	-1.2676
cli-tool	w:widgets	-1.2676
cli-tool	w:xml	-1.2676
cli-tool	w:home	-1.2736
cli-tool	license:GPL-2.0-or-later	-1.3224
cli-tool	w:model	-1.3243
cli-tool	w:access	-1.3726
cli-tool	w:applications	-1.3726
cli-tool	license:LGPL-2.1-or-later	-1.3845
cli-tool	license:PostgreSQL	-1.4113
cli-tool	w:agda	-1.4113
cli-tool	w:bluetooth	-1.4113
cli-tool	w:catppuccin	-1.4113
cli-tool	w:conquer	-1.4113
cli-tool	w:device	-1.4113
cli-tool	w:documents	-1.4113
cli-tool	w:email	-1.4113
cli-tool	w:gstreamer	-1.4113
cli-tool	w:gtk	-1.4113
cli-tool	w:handling	-1.4113
cli-tool	w:keyboard	-1.4113
cli-tool	w:mail	-1.4113
cli-tool	w:many	-1.4113
cli-tool	w:neovim	-1.4113
cli-tool	w:original	-1.4113
cli-tool	w:pim	-1.4113
cli-tool	w:playing	-1.4113
cli-tool	w:quake	-1.4113
cli-tool	w:resources	-1.4113
cli-tool	w:screen	-1.4113
cli-tool	w:simpler	-1.4113
cli-tool	w:unicode	-1.4113
cli-tool	w:viewer	-1.4113
cli-tool	w:znc	-1.4113
cli-tool	w:assistant	-1.4187
cli-tool	w:ide	-1.5301
cli-tool	host:eclipse.org	-1.5371
cli-tool	host:open-music-kontrollers.ch	-1.5371
cli-tool	w:adds	-1.5371
cli-tool	w:akonadi	-1.5371
cli-tool	w:assist	-1.5371
cli-tool	w:backend	-1.5371
cli-tool	w:color	-1.5371
cli-tool	w:firefox	-1.5371
cli-tool	w:kio	-1.5371
cli-tool	w:kodi	-1.5371
cli-tool	w:matrix	-1.5371
cli-tool	w:patched	-1.5371
cli-tool	w:times	-1.5371
cli-tool	w:vdr	-1.5371
cli-tool	w:wingpanel	-1.5371
cli-tool	builder:buildKodiAddon	-1.6490
cli-tool	host:kernel.org	-1.6490
cli-tool	host:lilypond.org	-1.6490
cli-tool	license:CC-BY-4.0	-1.6490
cli-tool	license:Zlib	-1.6490
cli-tool	w:bindings	-1.6490
cli-tool	w:cross-platform	-1.6490
cli-tool	w:indicator	-1.6490
cli-tool	w:inspired	-1.6490
cli-tool	w:json	-1.6490
cli-tool	w:lilypond	-1.6490
cli-tool	w:monospace	-1.6490
cli-tool	w:pantheon	-1.6490
cli-tool	w:storage	-1.6490
cli-tool	w:ubuntu	-1.6490
cli-tool	w:user	-1.6490
cli-tool	license:GPL-3.0-only	-1.6767
cli-tool	w:devices	-1.6941
cli-tool	gui:SDL2	-1.7497
cli-tool	license:CC-BY-SA-3.0	-1.7497
cli-tool	w:ibus	-1.7497
cli-tool	w:native	-1.7497
cli-tool	w:panel	-1.7497
cli-tool	w:qml	-1.7497
cli-tool	w:wallpaper	-1.7497
cli-tool	w:weechat	-1.7497
cli-tool	w:window	-1.7497
cli-tool	w:module	-1.7920
cli-tool	w:desktop	-1.7929
cli-tool	host:brother.com	-1.8414
cli-tool	host:ctan.org	-1.8414
cli-tool	host:jetbrains.com	-1.8414
cli-tool	w:brother	-1.8414
cli-tool	w:hyprland	-1.8414
cli-tool	w:lxqt	-1.8414
cli-tool	w:menu	-1.8414
cli-tool	w:printer	-1.8414
cli-tool	w:touch	-1.8414
cli-tool	w:emulator	-1.9254
cli-tool	w:image	-1.9254
cli-tool	w:lv2	-1.9254
cli-tool	w:postgresql	-1.9254
cli-tool	w:providing	-1.9254
cli-tool	w:unhinted	-1.9254
cli-tool	w:windows	-1.9254
cli-tool	w:driver	-1.9367
cli-tool	license:LGPL-3.0-or-later	-1.9634
cli-tool	license:LGPL-3.0-only	-1.9923
cli-tool	w:application	-1.9926
cli-tool	host:extensions.gnome.org	-2.0030
cli-tool	license:AGPL-3.0-only	-2.0030
cli-tool	w:gnome	-2.0030
cli-tool	w:music	-2.0030
cli-tool	w:skk	-2.0030
cli-tool	license:LGPL-2.1-only	-2.0269
cli-tool	host:pagure.io	-2.0751
cli-tool	w:indian	-2.0751
cli-tool	w:lomiri	-2.0751
cli-tool	w:normal	-2.0751
cli-tool	w:variant	-2.0751
cli-tool	w:video	-2.0751
cli-tool	host:wiki.documentfoundation.org	-2.1424
cli-tool	w:component	-2.1424
cli-tool	w:environment	-2.1424
cli-tool	w:libreoffice	-2.1424
cli-tool	w:mopidy	-2.1424
cli-tool	w:player	-2.1424
cli-tool	license:LGPL-2.0-or-later	-2.1687
cli-tool	host:azure.github.io	-2.2056
cli-tool	host:wiki.call-cc.org	-2.2056
cli-tool	license:unfreeRedistributable	-2.2056
cli-tool	w:grafana	-2.2056
cli-tool	w:hyphen	-2.2056
cli-tool	w:libretro	-2.2056
cli-tool	w:mimicking	-2.2056
cli-tool	w:tiny	-2.2056
cli-tool	w:wayland	-2.2056
cli-tool	w:width	-2.2056
cli-tool	host:nerdfonts.com	-2.2651
cli-tool	w:astal	-2.2651
cli-tool	w:audio	-2.2651
cli-tool	w:azure	-2.2651
cli-tool	w:berkeley	-2.2651
cli-tool	w:elementary	-2.2651
cli-tool	w:iosevka	-2.2651
cli-tool	w:tmux	-2.2651
cli-tool	gui:wrapGAppsHook4	-2.3213
cli-tool	host:aylur.github.io	-2.3213
cli-tool	host:grafana.com	-2.3213
cli-tool	w:editor	-2.3213
cli-tool	w:ligature	-2.3213
cli-tool	w:obs	-2.3213
cli-tool	host:ftp.gnu.org	-2.3746
cli-tool	host:translatelocally.com	-2.3746
cli-tool	w:corner	-2.3746
cli-tool	w:round	-2.3746
cli-tool	w:theme	-2.3746
cli-tool	w:translatelocally	-2.3746
cli-tool	builder:buildHomeAssistantComponent	-2.4253
cli-tool	w:aspell	-2.4253
cli-tool	w:ligatures	-2.4735
cli-tool	license:LGPL-2.0-only	-2.5470
cli-tool	w:designed	-2.5638
cli-tool	gui:gtk4	-2.7236
cli-tool	w:nerd	-2.8620
cli-tool	w:kde	-2.9249
cli-tool	w:plasma	-2.9549
cli-tool	w:fonts	-3.0126
cli-tool	w:kernel	-3.0936
cli-tool	w:dictionary	-3.3465
cli-tool	w:font	-3.3465
cli-tool	license:CC-BY-SA-4.0	-3.5338
cli-tool	license:OFL-1.1	-3.8459
cli-tool	license:CC0-1.0	-4.1893
cli-tool	host:invent.kde.org	-5.3028
data	w:nerd	6.8387
data	w:ligatures	6.3789
data	w:aspell	6.3238
data	host:ftp.gnu.org	6.2664
data	host:translatelocally.com	6.2664
data	w:corner	6.2664
data	w:round	6.2664
data	w:translatelocally	6.2664
data	w:ligature	6.2064
data	host:nerdfonts.com	6.1435
data	w:iosevka	6.1435
data	w:hyphen	6.0774
data	w:mimicking	6.0774
data	w:width	6.0774
data	host:wiki.documentfoundation.org	6.0077
data	w:libreoffice	6.0077
data	host:pagure.io	5.9339
data	w:indian	5.9339
data	w:normal	5.9339
data	w:unhinted	5.7713
data	w:monospace	5.4761
data	w:catppuccin	5.2260
data	w:simpler	5.2260
data	license:OFL-1.1	4.9998
data	w:berkeley	4.9783
data	w:fonts	4.9690
data	w:tiny	4.9086
data	host:web.archive.org	4.9024
data	w:condensed	4.9024
data	w:semicondensed	4.9024
data	w:typeface	4.9024
data	w:model	4.6559
data	w:wallpaper	4.3769
data	w:inspired	4.2588
data	w:patched	4.1269
data	w:times	4.1269
data	w:languages	3.9863
data	w:mono	3.8780
data	w:background	3.8032
data	w:english	3.8032
data	w:term	3.8032
data	w:font	3.7599
data	w:dictionary	3.6524
data	w:base	3.5959
data	w:variant	3.3836
data	builder:stdenvNoCC.mkDerivation	3.1952
data	w:nix	2.9691
data	w:line	2.8914
data	w:blocks	2.8266
data	w:nixos	2.8266
data	w:unicode	2.7475
data	license:CC-BY-SA-4.0	2.7452
data	w:open	2.6463
data	builder:symlinkJoin	2.6352
data	w:configuration	2.5721
data	w:command	2.4936
data	w:ide	2.3614
data	w:many	2.2377
data	w:source	2.2337
data	w:dark	2.1465
data	w:modern	2.1465
data	w:well	2.1465
data	license:free	2.1268
data	builder:fetchurl	2.1232
data	w:alternative	2.0648
data	license:MPL-2.0	1.9492
data	w:free	1.8404
data	w:supporting	1.6934
data	builder:fetchzip	1.6375
data	w:scripts	1.5258
data	w:clean	1.3773
data	w:coding	1.3773
data	w:computer	1.3773
data	w:github	1.3773
data	w:html	1.3773
data	w:improve	1.3773
data	w:release	1.2565
data	w:new	1.1761
data	w:reading	1.1761
data	w:some	1.1761
data	w:designed	1.0211
data	w:documents	1.0085
data	w:high	1.0085
data	w:scalable	1.0085
data	w:binary	0.9525
data	w:basic	0.7391
data	w:format	0.7391
data	w:project	0.5267
data	gui:SDL2	-0.5784
data	license:APSL-2.0	-0.5784
data	license:BSL-1.0	-0.5784
data	license:CC-BY-SA-3.0	-0.5784
data	w:between	-0.5784
data	w:building	-0.5784
data	w:commands	-0.5784
data	w:developers	-0.5784
data	w:elm	-0.5784
data	w:etc	-0.5784
data	w:ibus	-0.5784
data	w:intel	-0.5784
data	w:make	-0.5784
data	w:man	-0.5784
data	w:monitor	-0.5784
data	w:native	-0.5784
data	w:panel	-0.5784
data	w:platform	-0.5784
data	w:qml	-0.5784
data	w:through	-0.5784
data	w:top	-0.5784
data	w:version	-0.5784
data	w:weechat	-0.5784
data	w:window	-0.5784
data	license:MIT	-0.6343
data	host:brother.com	-0.6699
data	host:ctan.org	-0.6699
data	host:jetbrains.com	-0.6699
data	license:Artistic-2.0	-0.6699
data	w:brother	-0.6699
data	w:check	-0.6699
data	w:daemon	-0.6699
data	w:distributed	-0.6699
data	w:firmware	-0.6699
data	w:graylog	-0.6699
data	w:gui	-0.6699
data	w:hyprland	-0.6699
data	w:install	-0.6699
data	w:lxqt	-0.6699
data	w:menu	-0.6699
data	w:pass	-0.6699
data	w:powerful	-0.6699
data	w:printer	-0.6699
data	w:time	-0.6699
data	w:touch	-0.6699
data	w:virtual	-0.6699
data	host:opensource.apple.com	-0.7539
data	license:ISC	-0.7539
data	w:emulator	-0.7539
data	w:high-performance	-0.7539
data	w:image	-0.7539
data	w:input	-0.7539
data	w:java	-0.7539
data	w:jetbrains	-0.7539
data	w:lv2	-0.7539
data	w:parser	-0.7539
data	w:postgresql	-0.7539
data	w:providing	-0.7539
data	w:test	-0.7539
data	host:extensions.gnome.org	-0.8314
data	license:AGPL-3.0-only	-0.8314
data	w:about	-0.8314
data	w:custom	-0.8314
data	w:database	-0.8314
data	w:eclipse	-0.8314
data	w:gnome	-0.8314
data	w:music	-0.8314
data	w:one	-0.8314
data	w:skk	-0.8314
data	w:systems	-0.8314
data	w:written	-0.8314
data	host:coreboot.org	-0.9034
data	w:fork	-0.9034
data	w:lomiri	-0.9034
data	w:monitoring	-0.9034
data	w:ocaml	-0.9034
data	w:utility	-0.9034
data	w:video	-0.9034
data	license:LGPL-2.1	-0.9130
data	w:api	-0.9706
data	w:browser	-0.9706
data	w:built	-0.9706
data	w:common	-0.9706
data	w:component	-0.9706
data	w:control	-0.9706
data	w:core	-0.9706
data	w:development	-0.9706
data	w:easy	-0.9706
data	w:environment	-0.9706
data	w:integration	-0.9706
data	w:mopidy	-0.9706
data	w:network	-0.9706
data	w:player	-0.9706
data	w:python	-0.9706
data	w:sdk	-0.9706
data	w:settings	-0.9706
data	w:standard	-0.9706
data	w:utilities	-0.9706
data	host:azure.github.io	-1.0337
data	host:optifine.net	-1.0337
data	host:wiki.call-cc.org	-1.0337
data	license:unfreeRedistributable	-1.0337
data	w:app	-1.0337
data	w:grafana	-1.0337
data	w:information	-1.0337
data	w:libretro	-1.0337
data	w:plugins	-1.0337
data	w:program	-1.0337
data	w:runtime	-1.0337
data	w:scheme	-1.0337
data	w:wayland	-1.0337
data	w:astal	-1.0931
data	w:audio	-1.0931
data	w:azure	-1.0931
data	w:collection	-1.0931
data	w:elementary	-1.0931
data	w:libraries	-1.0931
data	w:lightweight	-1.0931
data	w:manage	-1.0931
data	w:minecraft	-1.0931
data	w:rust	-1.0931
data	w:service	-1.0931
data	w:tmux	-1.0931
data	gui:wrapGAppsHook4	-1.1492
data	host:aylur.github.io	-1.1492
data	host:gnu.org	-1.1492
data	host:grafana.com	-1.1492
data	w:editor	-1.1492
data	w:fish	-1.1492
data	w:mod	-1.1492
data	w:obs	-1.1492
data	w:studio	-1.1492
data	w:language	-1.1633
data	license:LGPL-2.1-only	-1.1892
data	builder:buildDotnetModule	-1.2024
data	builder:buildPythonPackage	-1.2024
data	host:dotnet.github.io	-1.2024
data	w:components	-1.2024
data	w:optimization	-1.2024
data	w:text	-1.2024
data	w:theme	-1.2024
data	builder:buildHomeAssistantComponent	-1.2530
data	name:suffix-bin	-1.2530
data	w:fast	-1.2530
data	w:home	-1.2530
data	w:management	-1.2530
data	w:protocol	-1.2530
data	builder:buildDunePackage	-1.3011
data	w:provides	-1.3011
data	w:access	-1.3472
data	w:applications	-1.3472
data	w:mobile	-1.3472
data	w:net	-1.3472
data	w:assistant	-1.3912
data	w:gnu	-1.4334
data	w:package	-1.4334
data	w:port	-1.4334
data	w:allows	-1.4740
data	w:file	-1.4740
data	w:shell	-1.5130
data	w:software	-1.5130
data	gui:gtk4	-1.5506
data	w:tools	-1.5506
data	w:web	-1.5506
data	builder:rustPlatform.buildRustPackage	-1.5869
data	w:interface	-1.5869
data	w:compiler	-1.6219
data	w:devices	-1.6558
data	w:framework	-1.6558
data	w:server	-1.6886
data	builder:buildEnv	-1.7204
data	w:desktop	-1.7513
data	w:engine	-1.7513
data	w:kde	-1.7513
data	w:manager	-1.7813
data	w:plasma	-1.7813
data	builder:buildPythonApplication	-1.8387
data	desktop:true	-1.8932
data	w:wrapper	-1.8932
data	w:code	-1.9194
data	w:kernel	-1.9194
data	w:application	-1.9450
data	w:data	-1.9699
data	w:implementation	-1.9699
data	w:support	-2.0414
data	license:GPL-3.0	-2.0642
data	w:files	-2.0642
data	license:LGPL-2.1-or-later	-2.1257
data	w:c++	-2.1507
data	w:client	-2.1712
data	license:Apache-2.0	-2.2014
data	gui:wrapGAppsHook3	-2.2112
data	builder:buildGoModule	-2.2306
data	w:linux	-2.2306
data	w:extension	-2.2497
data	w:game	-2.2497
data	builder:mkDerivation	-2.2685
data	w:module	-2.2685
data	license:GPL-3.0-only	-2.2862
data	w:system	-2.2869
data	w:tool	-2.2869
data	gui:wrapQtAppsHook	-2.4076
data	w:driver	-2.4076
data	license:CC0-1.0	-2.4595
data	license:LGPL-2.0-only	-2.4863
data	name:prefix:lib	-2.5308
data	license:GPL-3.0-or-later	-2.6558
data	gui:gtk3	-2.7419
data	license:BSD-3-Clause	-2.9524
data	builder:runCommand	-2.9691
data	license:LGPL-3.0-or-later	-3.0265
data	license:LGPL-3.0-only	-3.0541
data	w:plugin	-3.1074
data	license:BSD-2-Clause	-3.2693
data	w:library	-3.4117
data	license:LGPL-2.0-or-later	-3.4250
data	svc:true	-3.8256
data	host:invent.kde.org	-4.0981
data	license:GPL-2.0-or-later	-4.2862
data	has:mainProgram	-5.0537
driver	w:kernel	6.2198
driver	host:brother.com	5.8593
driver	w:brother	5.8593
driver	host:kernel.org	5.6519
driver	w:realtek	5.2485
driver	w:cards	5.0735
driver	w:driver	5.0455
driver	w:linux	4.0881
driver	w:printer	4.0414
driver	w:modules	3.9744
driver	w:controller	3.4630
driver	w:usb	3.2545
driver	w:hardware	2.9955
driver	w:nvidia	2.9955
driver	w:drivers	2.9175
driver	builder:stdenv.mkDerivation	2.6767
driver	w:amd	2.6584
driver	w:laptop	2.6584
driver	w:memory	2.6584
driver	w:module	2.5688
driver	w:virtual	2.5053
driver	w:device	2.4066
driver	w:embedded	2.4066
driver	w:x86	2.4066
driver	w:patches	2.3143
driver	w:sources	2.3143
driver	w:intel	2.2969
driver	license:GPL-2.0-only	2.2319
driver	w:firmware	2.1532
driver	name:suffix-tools	2.0624
driver	w:reading	2.0624
driver	w:secure	2.0624
driver	w:usage	2.0624
driver	w:set	1.9157
driver	w:monitor	1.8941
driver	host:sourceforge.net	1.8612
driver	w:advanced	1.8612
driver	w:compliant	1.8612
driver	w:power	1.8612
driver	w:network	1.7236
driver	w:useful	1.6936
driver	w:test	1.6567
driver	w:suite	1.5500
driver	w:also	1.5440
driver	w:cryptographic	1.5440
driver	w:design	1.5440
driver	w:features	1.5440
driver	w:html	1.5440
driver	w:nixos	1.5440
driver	w:read	1.5440
driver	w:reference	1.5440
driver	w:single	1.5440
driver	w:two	1.5440
driver	w:unit	1.5440
driver	w:update	1.5440
driver	w:world	1.5440
driver	w:control	1.3806
driver	w:utilities	1.3806
driver	w:allows	1.3491
driver	w:devices	1.3436
driver	builder:buildFHSEnv	1.3428
driver	name:suffix-cli	1.3428
driver	w:cli	1.3428
driver	w:documentation	1.3428
driver	w:extensible	1.3428
driver	w:highly	1.3428
driver	w:machine	1.3428
driver	w:process	1.3428
driver	w:processes	1.3428
driver	w:run	1.3428
driver	w:running	1.3428
driver	w:some	1.3428
driver	w:status	1.3428
driver	w:them	1.3428
driver	license:unfreeRedistributable	1.3031
driver	w:tools	1.2549
driver	license:unfree	1.2538
driver	w:service	1.2311
driver	w:small	1.2119
driver	w:android	1.1752
driver	w:many	1.1752
driver	w:performance	1.1752
driver	w:work	1.1752
driver	w:one	1.1204
driver	w:systems	1.1204
driver	w:monitoring	1.0364
driver	w:create	1.0315
driver	w:display	1.0315
driver	w:like	1.0315
driver	w:managing	1.0315
driver	w:patched	1.0315
driver	w:scripts	1.0315
driver	w:environment	0.9589
driver	w:basic	0.9058
driver	w:functions	0.9058
driver	w:programs	0.9058
driver	w:user	0.9058
driver	w:information	0.8869
driver	builder:fetchzip	0.8869
driver	w:support	0.8839
driver	w:rust	0.8197
driver	w:between	0.7940
driver	w:mod	0.7566
driver	license:publicDomain	0.6972
driver	w:daemon	0.6934
driver	w:pass	0.6934
driver	w:project	0.6934
driver	w:touch	0.6934
driver	w:interface	0.6606
driver	w:management	0.6411
driver	w:emulator	0.6019
driver	w:provides	0.5879
driver	w:access	0.5374
driver	w:about	0.5180
driver	w:written	0.5180
driver	w:configuration	0.5127
driver	host:ctan.org	-0.5043
driver	host:jetbrains.com	-0.5043
driver	license:Artistic-2.0	-0.5043
driver	w:check	-0.5043
driver	w:distributed	-0.5043
driver	w:graylog	-0.5043
driver	w:gui	-0.5043
driver	w:hyprland	-0.5043
driver	w:install	-0.5043
driver	w:lxqt	-0.5043
driver	w:menu	-0.5043
driver	w:powerful	-0.5043
driver	w:time	-0.5043
driver	host:opensource.apple.com	-0.5882
driver	license:ISC	-0.5882
driver	w:high-performance	-0.5882
driver	w:image	-0.5882
driver	w:input	-0.5882
driver	w:java	-0.5882
driver	w:jetbrains	-0.5882
driver	w:lv2	-0.5882
driver	w:parser	-0.5882
driver	w:postgresql	-0.5882
driver	w:providing	-0.5882
driver	w:unhinted	-0.5882
driver	w:various	-0.5882
driver	w:windows	-0.5882
driver	license:BSD-2-Clause	-0.6279
driver	host:extensions.gnome.org	-0.6657
driver	license:AGPL-3.0-only	-0.6657
driver	w:alternative	-0.6657
driver	w:binary	-0.6657
driver	w:custom	-0.6657
driver	w:database	-0.6657
driver	w:eclipse	-0.6657
driver	w:gnome	-0.6657
driver	w:music	-0.6657
driver	w:skk	-0.6657
driver	w:style	-0.6657
driver	w:source	-0.6879
driver	name:prefix:lib	-0.7106
driver	host:coreboot.org	-0.7377
driver	host:pagure.io	-0.7377
driver	w:fork	-0.7377
driver	w:indian	-0.7377
driver	w:lomiri	-0.7377
driver	w:normal	-0.7377
driver	w:ocaml	-0.7377
driver	w:variant	-0.7377
driver	license:GPL-3.0	-0.7693
driver	w:files	-0.7693
driver	w:open	-0.7968
driver	host:wiki.documentfoundation.org	-0.8050
driver	w:api	-0.8050
driver	w:browser	-0.8050
driver	w:component	-0.8050
driver	w:core	-0.8050
driver	w:development	-0.8050
driver	w:easy	-0.8050
driver	w:libreoffice	-0.8050
driver	w:mopidy	-0.8050
driver	w:player	-0.8050
driver	w:python	-0.8050
driver	w:sdk	-0.8050
driver	w:settings	-0.8050
driver	w:standard	-0.8050
driver	w:terminal	-0.8050
driver	host:azure.github.io	-0.8680
driver	host:optifine.net	-0.8680
driver	host:wiki.call-cc.org	-0.8680
driver	w:app	-0.8680
driver	w:grafana	-0.8680
driver	w:hyphen	-0.8680
driver	w:libretro	-0.8680
driver	w:mimicking	-0.8680
driver	w:plugins	-0.8680
driver	w:program	-0.8680
driver	w:runtime	-0.8680
driver	w:scheme	-0.8680
driver	w:wayland	-0.8680
driver	w:width	-0.8680
driver	w:client	-0.8786
driver	has:mainProgram	-0.8968
driver	host:nerdfonts.com	-0.9274
driver	w:astal	-0.9274
driver	w:audio	-0.9274
driver	w:azure	-0.9274
driver	w:berkeley	-0.9274
driver	w:collection	-0.9274
driver	w:elementary	-0.9274
driver	w:iosevka	-0.9274
driver	w:languages	-0.9274
driver	w:libraries	-0.9274
driver	w:lightweight	-0.9274
driver	w:minecraft	-0.9274
driver	w:tmux	-0.9274
driver	builder:mkDerivation	-0.9776
driver	gui:wrapGAppsHook4	-0.9835
driver	host:aylur.github.io	-0.9835
driver	host:gnu.org	-0.9835
driver	host:grafana.com	-0.9835
driver	w:editor	-0.9835
driver	w:fish	-0.9835
driver	w:ligature	-0.9835
driver	w:nix	-0.9835
driver	w:obs	-0.9835
driver	w:studio	-0.9835
driver	license:GPL-2.0	-0.9963
driver	builder:buildDotnetModule	-1.0367
driver	builder:buildNpmPackage	-1.0367
driver	builder:buildPythonPackage	-1.0367
driver	host:dotnet.github.io	-1.0367
driver	host:ftp.gnu.org	-1.0367
driver	host:translatelocally.com	-1.0367
driver	w:components	-1.0367
driver	w:corner	-1.0367
driver	w:optimization	-1.0367
driver	w:round	-1.0367
driver	w:text	-1.0367
driver	w:theme	-1.0367
driver	w:translatelocally	-1.0367
driver	license:LGPL-2.1-or-later	-1.0798
driver	builder:buildHomeAssistantComponent	-1.0873
driver	name:suffix-bin	-1.0873
driver	w:aspell	-1.0873
driver	w:fast	-1.0873
driver	w:home	-1.0873
driver	w:mono	-1.0873
driver	builder:buildDunePackage	-1.1354
driver	w:ligatures	-1.1354
driver	w:model	-1.1354
driver	w:applications	-1.1814
driver	w:mobile	-1.1814
driver	w:net	-1.1814
driver	w:assistant	-1.2255
driver	license:BSD-3-Clause	-1.2578
driver	w:package	-1.2677
driver	w:shell	-1.3473
driver	w:simple	-1.3473
driver	license:GPL-3.0-or-later	-1.3505
driver	license:OFL-1.1	-1.3822
driver	gui:gtk4	-1.3849
driver	w:web	-1.3849
driver	w:programming	-1.4211
driver	w:compiler	-1.4562
driver	builder:symlinkJoin	-1.5229
driver	w:nerd	-1.5229
driver	license:LGPL-2.1-only	-1.5505
driver	builder:buildEnv	-1.5547
driver	w:engine	-1.5855
driver	w:kde	-1.5855
driver	w:line	-1.5855
driver	builder:stdenvNoCC.mkDerivation	-1.5863
driver	license:GPL-3.0-only	-1.5932
driver	w:library	-1.6068
driver	w:plasma	-1.6155
driver	builder:buildPythonApplication	-1.6729
driver	w:fonts	-1.6729
driver	w:script	-1.6729
driver	builder:runCommand	-1.6868
